;kule 6;;
t;x;y;
0,000;-1,375E-2;0,309
0,017;-1,388E-2;0,309
0,033;-1,339E-2;0,309
0,050;-6,909E-3;0,306
0,067;-7,227E-5;0,306
0,083;7,361E-3;0,304
0,100;1,774E-2;0,302
0,117;2,989E-2;0,299
0,133;4,372E-2;0,297
0,150;5,815E-2;0,294
0,167;7,287E-2;0,291
0,183;8,943E-2;0,286
0,200;0,108;0,282
0,217;0,128;0,276
0,233;0,150;0,270
0,250;0,174;0,262
0,267;0,205;0,250
0,283;0,236;0,238
0,300;0,263;0,222
0,317;0,299;0,208
0,333;0,337;0,192
0,350;0,378;0,176
0,367;0,422;0,171
0,383;0,467;0,166
0,400;0,513;0,167
0,417;0,564;0,174
0,433;0,604;0,185
0,450;0,646;0,199
0,467;0,682;0,210
0,483;0,719;0,219
0,500;0,756;0,226
0,517;0,791;0,231
0,533;0,826;0,235
0,550;0,860;0,237
0,567;0,893;0,238
0,583;0,930;0,236
0,600;0,965;0,232
0,617;1,001;0,223
0,633;1,039;0,211
0,650;1,078;0,197
0,667;1,118;0,181
0,683;1,163;0,167
0,700;1,209;0,164
0,717;1,255;0,170
0,733;1,300;0,180
